title,lyrics,Album,release_year,Word Count,joy,sadness,surprise,trust,anger,disgust,anticipation,fear,score,sentiment,filter,joy_norm,sadness_norm,surprise_norm,trust_norm,anger_norm,disgust_norm,anticipation_norm,fear_norm
Not That Kinda Girl,come pull what benz tellin money spend wanna spend baby please show club what bottles tryna talk shit like gonna follow really really even know know like even know keep staring show like fall think problem looking like kinda girl just cause mean girl want treat like fucked kinda girl wanna like better speak shut tryna tell wanna touch regret know thinking wanna find body wanna know baby think ready baby show something more show there missy elliott looking like kinda girl just cause mean girl want treat like fucked kinda girl kinda girl looking looking like kinda girl that kinda girl just cause mean girl want want treat like fucked kinda girl kinda girl missy elliott kinda girl freak first date first date straight that right make wait make wait look good look great want cake while face tryna taste what think thot forget forget that around block that wanna smash talk trash gets boys boys love love tell freak wife wife tell find girl like like kinda girl give panties looking then looking like kinda girl just cause just cause mean girl know want this baby baby want treat like fucked kinda girl kinda girl looking like kinda girl just cause cause mean girl want want treat like fucked kinda girl kinda girl,7/27,2016,243,14,15,7,11,8,7,10,13,0.4709302325581395,sadness,neutro,0.32558139534883723,0.21739130434782608,0.12727272727272726,0.35714285714285715,0.1095890410958904,0.09859154929577464,0.3448275862068966,0.19402985074626866
We Know,same words thirst different name same jokes laugh guess that game show everything need even though damn fine know better without even cross mind would always doubt believe thing time girls told play game know know probably worked last time girls told play game know post know know know know know know know know know know know know first really ashamed entice chain number phone away maybe stay lane even though damn fine know better without even cross mind would always doubt believe thing time girls told play game know know probably worked last time girls told play game know post know know know woah know know know know know know know know know know know believe thing time girls told play game know,Reflection,2015,158,1,6,3,3,5,3,6,4,0.44767441860465107,sadness,intenso,0.023255813953488372,0.08695652173913043,0.05454545454545454,0.07142857142857142,0.0684931506849315,0.04225352112676056,0.20689655172413793,0.05970149253731343
Like Mariah,tyga doop doop doop doop doop doop love call baby when lightin phone makes want like crazy runnin home runnin home just hear heart beat sweet like honeycomb gotta near cause best ever known make like song hummin hummin beat drum rhythm rhythm fifth harmony your lovin takes higher heart fire when touch body singing like mariah there denying your kisses keep flying when touch body singing like mariah post fifth harmony singing like mariah your name written lips every single little kiss like dream like dream need make wish cause want when like this lose cool make like song hummin hummin beat drum rhythm rhythm fifth harmony your lovin takes higher heart fire when touch body singing like mariah there denying your kisses keep flying when touch body singing like mariah post tyga fifth harmony singing like mariah tyga fire lookin love number supplier wanna wanna ride hottest city heart fire nothin know come pretty pretty pretty pretty sidity like aaliyah mariah carey stay winnin ridin papa love lambo pilot inside angel body king need goddess gotta love tyga fifth harmony your loving takes higher heart fire when touch body singing like mariah there denying your kisses keep flying when touch body singing like mariah post tyga fifth harmony singing like mariah sing tyga fifth harmony singing like mariah singing like mariah singing like mariah,Reflection,2015,269,21,5,4,16,2,1,11,12,0.6627906976744187,joy,intenso,0.4883720930232558,0.07246376811594203,0.07272727272727272,0.5357142857142857,0.0273972602739726,0.014084507042253521,0.3793103448275862,0.1791044776119403
Me & My Girls,play favorite songs scream night long like when girls lights turn loud talk understand word gotta sleep instead karaoke taking duckface selfies right left crazy stupid care people stare wobble diva queen britney demi direction bieber play favorite songs scream night long like when girls dance like watching crack booty poppin like when girls watch post girls girls girls girls girls girls voice gone favorite times like always come along need there rather than crazy freaks crazy stupid care people stare wobble diva queen britney demi direction bieber play favorite songs scream night long like when girls dance like watching crack booty poppin like when girls watch post girls girls girls girls girls girls bridge break down break down break down break break down break down break down break down play favorite songs scream night long like when girls dance like watching crack booty poppin like when girls watch,Reflection,2013,183,8,3,12,9,7,4,7,10,0.5465116279069768,surprise,intenso,0.18604651162790697,0.043478260869565216,0.21818181818181817,0.2857142857142857,0.0958904109589041,0.056338028169014086,0.2413793103448276,0.14925373134328357
Better Together,when together strangers playin around wanna work wanna work thought something missing different baby lookin back really worked really worked because gone sleep alone help want back cause miss said really miss understand better together miss said really really miss understand better together post better better better better better know better together better better better better better know better together watching thinking ever dumb known known late wanna know babe tell could still cause finally know really know because gone sleep alone help want back cause both miss said really said really miss understand better together miss miss said really really miss understand better together post better better better better better know better together better better better better better know better together bridge gone sleep alone help want back cause refrain better better better better better know better together better better better better better know better together miss know miss said really said really miss understand better together miss said really really miss understand better together better better better better better know better together better better better better better know better together,Reflection,2013,222,2,5,1,1,0,1,2,4,0.4534883720930232,sadness,intenso,0.046511627906976744,0.07246376811594203,0.01818181818181818,0.0,0.0,0.014084507042253521,0.06896551724137931,0.05970149253731343
Can You See,searchin somethin somethin that bigger believe refrain knew star close could touch light hearts lead dark waited life feel feelin that feel right open eyes world brighter tell star shine lights tell great meet king kings come follow tell star leap faith promise there army mountain stop refrain knew star close could touch light hearts lead dark tell star star shine lights tell great great meet king kings come follow tell star bridge waited life feel feelin that feel right open eyes world brighter tell star shine lights tell great great meet king kings come follow tell star star post tell star tell star tell star star king kings lord lords tell star tell star meet king kings come follow,The Star,2017,155,18,2,0,19,0,1,18,0,0.7790697674418605,trust,intenso,0.4186046511627907,0.028985507246376812,0.0,0.6428571428571429,0.0,0.014084507042253521,0.6206896551724138,0.0
Voicemail,reached phone number longer service wait call back cause thinkin bout post shake shake shake shake shake shake single ladies shake shake shake shake shake shake pretty ladies club going thinkin bout stay stay girls gettin down watch news keep callin keep callin ignore ignore keep callin keep callin voicemail answer reached phone number that longer service wait call back call back cause thinkin bout reached phone number lover probably lose time start dealin fact that thinkin bout post shake shake shake shake shake shake single ladies shake shake shake shake shake shake pretty ladies what what everythin need include never seen booty movin like mine break down interlude boom boom bounce boom boom bounce boom boom bounce boom boom bounce keep callin keep callin ignore ignore keep callin keep callin keep callin keep callin voicemail answer reached phone number that longer service wait call back cause thinkin bout thinkin bout reached phone number lover probably lose time start dealin fact dealin fact that thinkin bout post shake shake shake shake shake shake shake shake girl single ladies shake shake shake shake girl shake girl shake shake shake pretty ladies bridge make time sorry late through favor later call there reached phone number that longer service wait call back wait wait cause thinkin bout thinkin bout reached phone number lover probably lose time start dealin fact that thinkin bout thinkin bout,7/27,2016,282,6,4,4,10,14,3,20,4,0.5639534883720929,anticipation,intenso,0.13953488372093023,0.057971014492753624,0.07272727272727272,0.32142857142857145,0.1917808219178082,0.04225352112676056,0.6896551724137931,0.05970149253731343
Top Down,blaze cruisin down engine cruisin watch down truck ridin down with down down small town cruisin city where fellas cute girls pretty world know going down lotta money lotta style what what blaze cruisin down engine cruisin watch down truck ridin down with down down post electric city baby mine tonight electric city shine bright electric city baby light electric city think might stay passed real woke realer clique going hard feel come take ride lotta money lotta style what what blaze cruisin down engine cruisin watch down truck ridin down with down down post electric city baby mine tonight electric city shine bright electric city baby light electric city think might stay break blaze cruisin down engine cruisin watch down truck ridin down with down down post electric city baby mine tonight electric city shine bright electric city baby light electric city think might stay,Reflection,2015,174,21,0,15,8,6,0,7,4,0.7151162790697674,joy,intenso,0.4883720930232558,0.0,0.2727272727272727,0.25,0.0821917808219178,0.0,0.2413793103448276,0.05970149253731343
Going Nowhere,flict first give girl credit keep lovin cause realest night that stay side always right thing matter cause nobody perfect know leave make stay where going tryna tryna where going tryna baby baby where going tryna tryna where going tryna baby cause know stay better listen words going nowhere going nowhere better like sense cause dime money well spent going nowhere going nowhere start pointin fingers wish loved loved baby same make work baby crazy love hate thin line where going tryna where tryna where going tryna baby baby woah where going tryna where going tryna where going tryna baby cause know stay better listen words going nowhere going nowhere better like sense cause dime money well spent going nowhere going nowhere nowhere bridge waitin waitin night gonna play games gonna lose sorry goodbye still want need happy still must blind where going tryna where goin tryna tryna where going tryna baby baby where goin tryna baby where going tryna where going tryna baby cause know stay down better listen words going nowhere going nowhere going nowhere better like sense like sense cause dime money well spent going nowhere going nowhere nowhere cause know stay better listen words words going nowhere nowhere going nowhere nowhere better like sense cause dime money well spent going nowhere going nowhere going nowhere going nowhere,Reflection,2015,256,19,4,6,7,12,2,7,3,0.5813953488372092,joy,intenso,0.4418604651162791,0.057971014492753624,0.10909090909090909,0.21428571428571427,0.1643835616438356,0.028169014084507043,0.2413793103448276,0.04477611940298507
Them Girls Be Like,look should call back wear hair like that make stacks ever around hear talkin crazy like ever post pics filter hashtag woke like them girls like them girls like them girls like them girls like that like that like lovin life cause really care that like that like lovin life cause really care hatin phase take selfie every night least hundred likes ever around hear talkin crazy like ever post pics filter hashtag woke like them girls like them girls like them girls like them girls like that like that like lovin life cause really care that like that like lovin life cause really care bridge like girls much thirsty think boys missin woah woah know hate girls much thirsty think boys missin woah woah them girls like them girls like them girls like them girls like that like that like lovin life cause really care that like that like lovin life cause really care,Reflection,2014,180,0,3,0,1,3,1,0,3,0.4244186046511629,sadness,intenso,0.0,0.043478260869565216,0.0,0.0,0.0410958904109589,0.014084507042253521,0.0,0.04477611940298507
This is How We Roll,this roll stay street week cause this roll gotta stay house cause party every weekend turn baby burn again this roll rollin rollin rollin drop everybody party everybody party came party came party better move body better move body damn look body damn look body everybody everybody here hands hands wave like care wave like care hear this place jumpin keep bumpin boys keep watchin wanna leave somethin makin clap makin clap clap clap clap clap clap clap clap clap need hands need hands that that that that that cause this roll stay street week cause this roll gotta stay house cause party every weekend turn baby burn again this roll rollin rollin rollin drop wild crazy wild crazy wanna crazy wanna crazy free young free young blame clear clear boys boys there keep lookin here keep lookin here care this place jumpin keep bumpin boys keep watchin wanna leave somethin makin clap makin clap clap clap clap clap clap clap clap clap need hands need hands that that that that that cause this roll stay street week cause this roll gotta stay house cause party every weekend turn baby burn again this roll rollin rollin rollin bridge pull camera woah cause someone woah gonna wanna woah woah take picture snap post world woah woah cause going town better believe woah woah sexy sexy girls girls girls roll this roll roll stay street week cause stay street cause this roll roll gotta stay house cause party party every weekend every weekend turn baby burn this roll this roll roll roll rollin rollin rollin rollin rollin rollin rollin drop this roll,Reflection,2015,301,26,11,6,20,7,3,22,9,0.7325581395348837,joy,intenso,0.6046511627906976,0.15942028985507245,0.10909090909090909,0.6785714285714286,0.0958904109589041,0.04225352112676056,0.7586206896551724,0.13432835820895522
Everlasting Love,ever ever ever ever ever ever fifth harmony baby ever ever ever everlasting love another always lookin shoulder cause ever wanna miss thinkin daily wait face even know know wait kiss somehow know finally lock eyes that feel gonna needed make feel like dream whoever baby waitin ever everlasting love ever everlasting love never ever givin layin next looking ever everlasting love forever ever kind touch never ever enough baby meant wasting time anybody baby want exceptional original someone deny love already know sounds crazy hope save cause baby mine mine gonna needed make feel like dream whoever baby waitin ever everlasting love ever everlasting love never ever givin layin next looking ever everlasting love forever ever kind touch never ever enough baby meant post everlasting love ever ever ever everlasting love ever ever ever everlasting love ever ever ever everlasting love everlasting love bridge even know name brain darling hardly wait know beautifully insane infinitely promise glad came wait show ever everlasting love every ever everlasting love enough never ever givin layin next looking ever everlasting love ever ever forever ever kind touch never ever enough baby meant baby meant post everlasting love ever ever ever everlasting love ever ever ever everlasting love ever ever ever everlasting love everlasting love,Reflection,2015,250,41,3,3,11,3,2,10,4,0.7848837209302326,joy,intenso,0.9534883720930233,0.043478260869565216,0.05454545454545454,0.35714285714285715,0.0410958904109589,0.028169014084507043,0.3448275862068966,0.05970149253731343
Don’t Wanna Dance Alone,callin girls there tonight hundred percent every single trace weekdays gone there gotta million faces room room gets attention best feel like dancin night long nothing gonna stop want baby come cause wanna dance alone long thinkin bout feelin arms wrapped around body that want baby come cause wanna dance alone floor feel starin across room what waitin want come make move million silhouettes dancin room room wanna gets attention best feel like dancin night long nothing gonna stop want baby come cause wanna dance alone long thinkin bout feelin arms wrapped around body that want baby come cause wanna dance alone bridge come close baby want move slow never know things could come close baby want move slow never know things could best best feel like dancin feel like dancin night long night long nothing gonna stop want want baby come cause wanna dance alone long thinkin bout feelin arms your arms wrapped around body that want baby come cause wanna dance alone lone dance alone wanna dance alone,Reflection,2013,199,16,9,0,8,3,0,7,8,0.5406976744186047,joy,intenso,0.37209302325581395,0.13043478260869565,0.0,0.25,0.0410958904109589,0.0,0.2413793103448276,0.11940298507462686
Suga Mama,flict know want tell want lady deny sexy what make green tryna take guess cash take team baby interlude woah woah suga mama suga mama baby suga mama said said suga mama suga mama suga mama suga mama baby suga mama even though love thought your your post suga mama suga mama suga mama love nobody love like like call lazy food daddy said good ballin dough payin things something gotta change please please baby interlude woah woah woah suga mama suga mama baby suga mama said said suga mama suga mama suga mama suga mama baby suga mama even though love thought your your post suga mama suga mama suga mama your suga mama bridge money money damn thang wish could honey make sang sang money money damn thang what want suga mama suga mama your suga mama baby suga mama said said suga mama suga mama your suga mama suga mama baby suga mama even though love thought even though love thought your your post suga mama suga mama suga mama suga mama suga mama suga mama suga mama,Reflection,2015,229,22,0,6,9,8,2,10,2,0.680232558139535,joy,intenso,0.5116279069767442,0.0,0.10909090909090909,0.2857142857142857,0.1095890410958904,0.028169014084507043,0.3448275862068966,0.029850746268656716
